name,id,popularity,followers,genres,spotify_url
CyberSex,5RaEN6D37lK1bOcgRA5pXO,6,1180,"deathstep, riddim, dubstep, bass music",https://open.spotify.com/artist/5RaEN6D37lK1bOcgRA5pXO
Nobu,5yuxqGyvuCkRY8X53yVy5u,35,17924,,https://open.spotify.com/artist/5yuxqGyvuCkRY8X53yVy5u
Stanley Chiloane,6N3GQtsL7bBEYgGj7Kbozz,3,4,,https://open.spotify.com/artist/6N3GQtsL7bBEYgGj7Kbozz
Talismann,6EbNaM2bFGGDaPKTNG1PT2,17,5648,techno,https://open.spotify.com/artist/6EbNaM2bFGGDaPKTNG1PT2
Wata Igarashi,7ug2B8FOnKHqwtVlD9vrQX,27,15863,dub techno,https://open.spotify.com/artist/7ug2B8FOnKHqwtVlD9vrQX
Woody,4fwqMEjaDoOZXWFpZAFwXf,29,4160,,https://open.spotify.com/artist/4fwqMEjaDoOZXWFpZAFwXf
Ben Buitendijk,4dNXn22Z6Qs36TfjtjW4ii,15,6136,"dub techno, acid techno, minimal techno, dub",https://open.spotify.com/artist/4dNXn22Z6Qs36TfjtjW4ii
Donato Dozzy,2LmP2eHIAmprDBQfi4jiBC,33,49700,"dub techno, minimal techno, ambient",https://open.spotify.com/artist/2LmP2eHIAmprDBQfi4jiBC
GiGi FM,2I64l1qh83iqkQ3cLRGcPi,27,3981,dub techno,https://open.spotify.com/artist/2I64l1qh83iqkQ3cLRGcPi
julie,3VNzWLePg9jTvQ2ximYOzW,56,359182,shoegaze,https://open.spotify.com/artist/3VNzWLePg9jTvQ2ximYOzW
Marco Shuttle,2DqPerh6whhlts8Pb0BUJi,18,7402,dub techno,https://open.spotify.com/artist/2DqPerh6whhlts8Pb0BUJi
Korolova,0I6oCyQQ1Q50q97y9B9gAx,58,202287,"melodic techno, melodic house, progressive house",https://open.spotify.com/artist/0I6oCyQQ1Q50q97y9B9gAx
Flits,27zkecqd2CHGbs1laS4iZO,17,1999,techno,https://open.spotify.com/artist/27zkecqd2CHGbs1laS4iZO
Patrick Mason,32H97VEM4nTqJsJgdt3hDg,21,9522,,https://open.spotify.com/artist/32H97VEM4nTqJsJgdt3hDg
Spekki Webu,0FbMK8UG7nEele2cAZgGFv,11,1920,,https://open.spotify.com/artist/0FbMK8UG7nEele2cAZgGFv
Adiel,1yetl1fEx0mE16k164jXvw,23,13082,"dub techno, techno",https://open.spotify.com/artist/1yetl1fEx0mE16k164jXvw
Alex (TOK),3hTRyxaN0zihxgQ6dJei9r,35,549,"moombahton, dancehall",https://open.spotify.com/artist/3hTRyxaN0zihxgQ6dJei9r
Jamaica Suk,5LeWZsLNESW0TzNIiWkIWN,4,1841,,https://open.spotify.com/artist/5LeWZsLNESW0TzNIiWkIWN
Kléo,2yX5i94Hz5sp9Ltc809M0A,3,293,,https://open.spotify.com/artist/2yX5i94Hz5sp9Ltc809M0A
Party DJ&apos;s For Xmas,5KA1jW3NGR34iFP9xHiNeK,0,3,,https://open.spotify.com/artist/5KA1jW3NGR34iFP9xHiNeK
Paul Laurens,2sFp1zLAeMQuthAg5L3nOk,11,2132,techno,https://open.spotify.com/artist/2sFp1zLAeMQuthAg5L3nOk
Tripeo,0UWHroDmh9eZxU6uu6V3y2,3,1517,techno,https://open.spotify.com/artist/0UWHroDmh9eZxU6uu6V3y2
Wendel Sield,0wAIGy1x2050z4sUa0nKTe,1,86,lo-fi house,https://open.spotify.com/artist/0wAIGy1x2050z4sUa0nKTe
Afra,4TofTRvEUQsznrSPnYnHx9,62,67322,turkish pop,https://open.spotify.com/artist/4TofTRvEUQsznrSPnYnHx9
Alex Ranzino,7jGYBagwyep7YPsQ9b3vyx,12,692,hard house,https://open.spotify.com/artist/7jGYBagwyep7YPsQ9b3vyx
Binh,6STA0SHS2IXsnePZ8RZ0z9,2,523,minimal techno,https://open.spotify.com/artist/6STA0SHS2IXsnePZ8RZ0z9
Combined Type,3JxCiFIH6U69pydJBkCN3Q,0,29,,https://open.spotify.com/artist/3JxCiFIH6U69pydJBkCN3Q
Herra,09YYxZN17MIqP0ceYKmgla,5,215,,https://open.spotify.com/artist/09YYxZN17MIqP0ceYKmgla
Jensen Interceptor,30eE9RmXxzCcZKTf4N2O0e,32,24329,"breakbeat, ebm, miami bass, acid techno, electro, acid house",https://open.spotify.com/artist/30eE9RmXxzCcZKTf4N2O0e
Quest Pistols,21bKsZrHsq3UcdHgeaKH2l,49,103200,,https://open.spotify.com/artist/21bKsZrHsq3UcdHgeaKH2l
Spokenn,74SeFRJHDlYj3c5p8lBwBQ,0,14,,https://open.spotify.com/artist/74SeFRJHDlYj3c5p8lBwBQ
Tensnake,75nC6MXUalYZSOd7OfNkwq,54,99545,"nu disco, deep house, disco house",https://open.spotify.com/artist/75nC6MXUalYZSOd7OfNkwq
Spray,7AyNPhiTjEsBF4HBBW4gDf,30,6788,"acid house, hard house, progressive house",https://open.spotify.com/artist/7AyNPhiTjEsBF4HBBW4gDf
Alberta Balsam,5FnNfyN38fMnym4lVqyMWO,12,1392,idm,https://open.spotify.com/artist/5FnNfyN38fMnym4lVqyMWO
Anoushka Shankar,6MTByljF8u5omBltY2VKPU,48,276941,,https://open.spotify.com/artist/6MTByljF8u5omBltY2VKPU
Comrade Winston,0SqGJRXoeyljUgN43YWbRk,7,182,,https://open.spotify.com/artist/0SqGJRXoeyljUgN43YWbRk
David Vunk,1GWOp8EQ7wk8PHp27u9FBJ,18,7007,"italo disco, italo dance, acid house, hi-nrg",https://open.spotify.com/artist/1GWOp8EQ7wk8PHp27u9FBJ
Katy Perry,6jJ0s89eD6GaHleKKya26X,87,37067882,pop,https://open.spotify.com/artist/6jJ0s89eD6GaHleKKya26X
Perdu,3JW4jIizZah2STNtdp1cWx,12,2108,"italo disco, italo dance, indie dance",https://open.spotify.com/artist/3JW4jIizZah2STNtdp1cWx
Gioachino Rossini,0roWUeP7Ac4yK4VN6L2gF4,56,245907,"classical, opera",https://open.spotify.com/artist/0roWUeP7Ac4yK4VN6L2gF4
Thomas Trax,18Tk3UtkVkpEc1bT2XD5X9,0,43,,https://open.spotify.com/artist/18Tk3UtkVkpEc1bT2XD5X9
Tjade,2XgDjvneRRotQu4r9lTRuh,29,4968,"hard house, eurodance, trance",https://open.spotify.com/artist/2XgDjvneRRotQu4r9lTRuh
Alvama Ice,7u3vbdqtash5J8vjtX6IcM,20,14822,,https://open.spotify.com/artist/7u3vbdqtash5J8vjtX6IcM
Weezer,3jOstUTkEu2JkjvRdBA5Gu,76,4270132,alternative rock,https://open.spotify.com/artist/3jOstUTkEu2JkjvRdBA5Gu
Anouk,6ltVunYjAAD70YtVO6rxvX,56,385485,nederpop,https://open.spotify.com/artist/6ltVunYjAAD70YtVO6rxvX
Bella Arino,7zP1EicEtgf409DZmnJ2dD,20,1403,,https://open.spotify.com/artist/7zP1EicEtgf409DZmnJ2dD
Incredible Bongo Band,6tw3wmGmRXSWP9GqsnvY7B,39,41417,breakbeat,https://open.spotify.com/artist/6tw3wmGmRXSWP9GqsnvY7B
CINTHIE,764H8zG8sTf5FPHWHW5bvh,36,25515,"acid techno, lo-fi house, disco house, house",https://open.spotify.com/artist/764H8zG8sTf5FPHWHW5bvh
Closet Yi,1iqgi3aRUSccnZK8K0oIGp,11,2355,,https://open.spotify.com/artist/1iqgi3aRUSccnZK8K0oIGp
Coco Jones,4DHLoiIqFYYFjH09WduvFd,69,677955,,https://open.spotify.com/artist/4DHLoiIqFYYFjH09WduvFd
Hitam,5EijOk6m2JyfSsAWWMLQ3n,12,2162,techno,https://open.spotify.com/artist/5EijOk6m2JyfSsAWWMLQ3n
Liam Palmer,0X08iR3Fp37Hoa9b1pjHnR,36,658,,https://open.spotify.com/artist/0X08iR3Fp37Hoa9b1pjHnR
Sem Jacobs,4IDxbXfz5yMK7OGD4sdRjt,55,11556,"house, tech house, jazz house",https://open.spotify.com/artist/4IDxbXfz5yMK7OGD4sdRjt
Alienata,2K1MT7PdganMZh0qVAIagm,1,834,breakbeat,https://open.spotify.com/artist/2K1MT7PdganMZh0qVAIagm
Deniro,5OoDtYl4zYEnvAtFSxqf2W,18,5650,"dub techno, techno",https://open.spotify.com/artist/5OoDtYl4zYEnvAtFSxqf2W
Thrills in +41,01jiJKQVab7tvsLFM9kfDT,1,441,acid house,https://open.spotify.com/artist/01jiJKQVab7tvsLFM9kfDT
stranger,2qp1ClsWGzaIUHRuferibB,13,6520,"acid techno, techno",https://open.spotify.com/artist/2qp1ClsWGzaIUHRuferibB
Dimi Angélis,3YhoBaF7QKoydRlkscsdtr,9,2606,"techno, dub techno",https://open.spotify.com/artist/3YhoBaF7QKoydRlkscsdtr
Lobster,5Ifip9weGPvNXjlaGTK2ME,12,1237,,https://open.spotify.com/artist/5Ifip9weGPvNXjlaGTK2ME
Nick Moore,7ukZgEvzF0YdF9vw8axy5h,18,7242,,https://open.spotify.com/artist/7ukZgEvzF0YdF9vw8axy5h
The Lady Machine,302BGj6HLRd3ZDZmX0U3Be,11,3047,techno,https://open.spotify.com/artist/302BGj6HLRd3ZDZmX0U3Be
Arp Frique,2Rm5Fw56mWmB0Pz0JPcOyb,26,5206,afrobeat,https://open.spotify.com/artist/2Rm5Fw56mWmB0Pz0JPcOyb
Berkan,4Y0MNPlNCGzbu3fs6s8eF2,6,136,"afro house, tribal house",https://open.spotify.com/artist/4Y0MNPlNCGzbu3fs6s8eF2
Bjarki,6FtSCON62H1CEJtN39y9yI,30,37118,"techno, acid techno, idm",https://open.spotify.com/artist/6FtSCON62H1CEJtN39y9yI
Boris,17NKG41JE8AjodqNS3E8nE,23,1978,,https://open.spotify.com/artist/17NKG41JE8AjodqNS3E8nE
Eileen Alister,2XPubfqZp6J4uEEJop2OL2,38,27248,,https://open.spotify.com/artist/2XPubfqZp6J4uEEJop2OL2
Falco Heres,4dflA5N934mR0czOqGw7wT,0,1,,https://open.spotify.com/artist/4dflA5N934mR0czOqGw7wT
kalley,1VfUR2Su5Ags5Im3mZGnPo,47,43133,"worship, christian",https://open.spotify.com/artist/1VfUR2Su5Ags5Im3mZGnPo
Nelly,2gBjLmx6zQnFGQJCAQpRgw,77,3444205,,https://open.spotify.com/artist/2gBjLmx6zQnFGQJCAQpRgw
Volruptus,4uDJetmKX6GhS4K91q1cbU,16,6490,"breakbeat, acid techno, miami bass, acid house, electro",https://open.spotify.com/artist/4uDJetmKX6GhS4K91q1cbU
Yung Dada,69G9yOls2tiws5DaLkXZnJ,24,2190,"alté, afrobeats, afrobeat, afropop",https://open.spotify.com/artist/69G9yOls2tiws5DaLkXZnJ
Abstract Division,6vJQQlRxEwIOVYv2NrmODp,11,6987,"techno, acid techno, minimal techno, dub techno",https://open.spotify.com/artist/6vJQQlRxEwIOVYv2NrmODp
Beau Didier,6glIE97GtgyY8jzlaxo9qZ,27,5063,hard house,https://open.spotify.com/artist/6glIE97GtgyY8jzlaxo9qZ
Davy Miller,6IJnF53ZflvzYhXijacqUi,0,65,,https://open.spotify.com/artist/6IJnF53ZflvzYhXijacqUi
Grace Dahl,0sjYkVBR192ZyleNslaZIB,18,3226,"acid techno, hard techno, techno",https://open.spotify.com/artist/0sjYkVBR192ZyleNslaZIB
Isaiah Rashad,6aaMZ3fcfLv4tEbmY7bjRM,70,1566653,,https://open.spotify.com/artist/6aaMZ3fcfLv4tEbmY7bjRM
Laura Van Hal,2TKpSBOWkSukvUQJBfY7gX,3,328,,https://open.spotify.com/artist/2TKpSBOWkSukvUQJBfY7gX
Nihad Tule,4WW5gN57jfdpuiTenY846O,3,865,"dub techno, techno",https://open.spotify.com/artist/4WW5gN57jfdpuiTenY846O
Paul Boex,2LjaqiIMAQ0LkG18WC1swo,0,120,,https://open.spotify.com/artist/2LjaqiIMAQ0LkG18WC1swo
Vromo,3FarDoYYSwmpATWQkJSrKt,15,849,hard house,https://open.spotify.com/artist/3FarDoYYSwmpATWQkJSrKt
Benny Rodrigues,30Wsrz7KrMvfufNEEwO5AD,18,8094,"acid house, techno",https://open.spotify.com/artist/30Wsrz7KrMvfufNEEwO5AD
De Sluwe Vos,6NOaZCnZyowwJiTHbh5dLS,30,11888,techno,https://open.spotify.com/artist/6NOaZCnZyowwJiTHbh5dLS
Estella Boersma,4UCy3TOuu2eA6zNY50JQSV,28,16718,"acid techno, hard techno, techno, breakbeat",https://open.spotify.com/artist/4UCy3TOuu2eA6zNY50JQSV
Julian Muller,5UWmNXxqHIUcpHEJCxDojK,32,14705,"techno, acid techno, hard techno, hard house",https://open.spotify.com/artist/5UWmNXxqHIUcpHEJCxDojK
Nick Edwards,66CpLcmXc2KqnD2g2TmGLO,23,3904,,https://open.spotify.com/artist/66CpLcmXc2KqnD2g2TmGLO
Acda en de Munnik,040Fqhc0l7a4MPeDx6cneh,56,161620,nederpop,https://open.spotify.com/artist/040Fqhc0l7a4MPeDx6cneh
Stef de Haan,6h4hz3Tbm4jV31NdOMhfpA,38,11504,"hard house, hypertechno",https://open.spotify.com/artist/6h4hz3Tbm4jV31NdOMhfpA
KA,7DpYMZzVNrjqw1geHziUEd,63,125472,,https://open.spotify.com/artist/7DpYMZzVNrjqw1geHziUEd
Cynthia Spiering,79OM7a2ey5mIcYnfGJUGnL,14,5022,"hard techno, techno",https://open.spotify.com/artist/79OM7a2ey5mIcYnfGJUGnL
Percy Sledge,3rRmDmzPcAFwcUDvG5gBqO,55,546812,"motown, soul",https://open.spotify.com/artist/3rRmDmzPcAFwcUDvG5gBqO
Somewhen,0k47nZgznsmnNkSIJvjbVy,43,26840,"hard techno, techno, acid techno",https://open.spotify.com/artist/0k47nZgznsmnNkSIJvjbVy
efdemin,6hjRjVNLWTCPYci9nxhI1G,33,45712,"dub techno, minimal techno",https://open.spotify.com/artist/6hjRjVNLWTCPYci9nxhI1G
Peter Van Hoesen,5DoTIfgEIXcZIluxsnvaVn,18,15741,"dub techno, techno, minimal techno",https://open.spotify.com/artist/5DoTIfgEIXcZIluxsnvaVn
Serti,0IIA4yUOCqm9IYErlnXh7M,1,183,,https://open.spotify.com/artist/0IIA4yUOCqm9IYErlnXh7M
Van Anh,21iZKLzj6EwVt5OGCLekjg,14,438,"vietnamese bolero, chicago house",https://open.spotify.com/artist/21iZKLzj6EwVt5OGCLekjg
Arthur Robert,03fCnnnuTnIahIcmQ8NjM4,26,7874,"techno, dub techno, minimal techno",https://open.spotify.com/artist/03fCnnnuTnIahIcmQ8NjM4
Ben Sims,5wW4dvR027rdRFG0mtvckt,27,47534,"techno, minimal techno",https://open.spotify.com/artist/5wW4dvR027rdRFG0mtvckt
Rosati,5iYxxJXYJuXZwEGoTkpAxd,15,1611,"dub techno, techno",https://open.spotify.com/artist/5iYxxJXYJuXZwEGoTkpAxd
Truncate,1JxLnEvBPdm9baryEFzE50,31,26834,"techno, minimal techno, dub techno, acid techno",https://open.spotify.com/artist/1JxLnEvBPdm9baryEFzE50
Call Super,1FVo44KTXqxo3JxXADWTd9,21,23504,idm,https://open.spotify.com/artist/1FVo44KTXqxo3JxXADWTd9
Kessler,3p0aq3vKGFP6N7rDc0UhJC,22,9533,"breakbeat, uk garage, jungle, idm",https://open.spotify.com/artist/3p0aq3vKGFP6N7rDc0UhJC
Saoirse,7AZxq55YIas0vYM7L82XKX,25,5757,,https://open.spotify.com/artist/7AZxq55YIas0vYM7L82XKX
Vuur & Zijde,3226Ri8nFxe4EecvuJKy4N,9,1957,black metal,https://open.spotify.com/artist/3226Ri8nFxe4EecvuJKy4N
Chris Stussy,3BxjasMelf9pKaE4f7Y0So,59,138900,"house, tech house",https://open.spotify.com/artist/3BxjasMelf9pKaE4f7Y0So
NEDDA SOU,7id11Nqr4nmM18QZCtpAt5,0,92,,https://open.spotify.com/artist/7id11Nqr4nmM18QZCtpAt5
Amor Satyr,3OSzUMBfUgBgJ23gVEqsIX,27,8518,"breakbeat, uk funky, singeli",https://open.spotify.com/artist/3OSzUMBfUgBgJ23gVEqsIX
Corridor,4nn9uUq4K1vStqxe8t1CD4,27,17806,jangle pop,https://open.spotify.com/artist/4nn9uUq4K1vStqxe8t1CD4
Marco Schuitmaker,5kukvi4C18gvtXbDS1eKjQ,59,111081,nederpop,https://open.spotify.com/artist/5kukvi4C18gvtXbDS1eKjQ
NVST,2i6CfgugNAcdvTpowum8sU,8,1159,"breakbeat, chinese indie",https://open.spotify.com/artist/2i6CfgugNAcdvTpowum8sU
Zohar Argov,3RUaBohZGA9vusdMDJBD1V,42,66199,mizrahi,https://open.spotify.com/artist/3RUaBohZGA9vusdMDJBD1V
Cem Adrian,2AWUCT9xtcvkjpFq1ZgpPj,64,3721512,"arabesk, turkish pop",https://open.spotify.com/artist/2AWUCT9xtcvkjpFq1ZgpPj
Carlos Valdés,4kzfbybgrUJKUMjDQb1UwQ,0,35,,https://open.spotify.com/artist/4kzfbybgrUJKUMjDQb1UwQ
Objekt,44z1nVVXZE8d4njcQmQLWc,27,50131,"idm, breakbeat",https://open.spotify.com/artist/44z1nVVXZE8d4njcQmQLWc
Nene H,3i7e7kVkTVFhkjYMfZoFoI,19,9128,"acid techno, techno, hard techno",https://open.spotify.com/artist/3i7e7kVkTVFhkjYMfZoFoI
Antal,0e1whBY5xv3rF7Zj5cxLD9,11,3643,,https://open.spotify.com/artist/0e1whBY5xv3rF7Zj5cxLD9
Ion Ludwig,6bvN0Nu7ytpG9HY8X2MNXU,12,8305,"dub techno, minimal techno",https://open.spotify.com/artist/6bvN0Nu7ytpG9HY8X2MNXU
Kikiorix,0RZk46qRKSxu7fKn2mTIoT,8,296,,https://open.spotify.com/artist/0RZk46qRKSxu7fKn2mTIoT
NRBARZ,6LDmYzjNGQ09siQyy11Mov,6,4633,jazz rap,https://open.spotify.com/artist/6LDmYzjNGQ09siQyy11Mov
Oscar Mulero,3jisZjR3TBVb9tIfTbRHTS,31,68226,"techno, minimal techno, dub techno, acid techno",https://open.spotify.com/artist/3jisZjR3TBVb9tIfTbRHTS
Palms Trax,52XSRQqTAfZ8ZrIqkQvQyA,35,67895,"lo-fi house, acid house",https://open.spotify.com/artist/52XSRQqTAfZ8ZrIqkQvQyA
Planetary Assault Systems,7umQgFrDu3yrchEbFfJd60,29,43440,"techno, acid house, minimal techno, dub techno, acid techno",https://open.spotify.com/artist/7umQgFrDu3yrchEbFfJd60
Raresh,7pFj4bGOtMJEBLbYrXlnHY,4,47,,https://open.spotify.com/artist/7pFj4bGOtMJEBLbYrXlnHY
Rhadoo,7w06C58Y8rJF6mJNLFrGaS,12,14854,"minimal techno, minimalism",https://open.spotify.com/artist/7w06C58Y8rJF6mJNLFrGaS
AGY3NA,5r5TJesghNKnQbqNEOwNC4,0,54,,https://open.spotify.com/artist/5r5TJesghNKnQbqNEOwNC4
Sedef Adasi,4jY1cwyuyqQATeSI16ZeYD,27,9521,"acid house, breakbeat",https://open.spotify.com/artist/4jY1cwyuyqQATeSI16ZeYD
THC,1SYGOtjedK1WEh5KOuOE0r,31,2205,moombahton,https://open.spotify.com/artist/1SYGOtjedK1WEh5KOuOE0r
DVS1,2xrOogbM0l6NzOSp4zZ3IP,28,43742,"techno, minimal techno, dub techno",https://open.spotify.com/artist/2xrOogbM0l6NzOSp4zZ3IP
FreddyK,2OtBRCuOzTunO9gEgb0Xxz,18,1784,,https://open.spotify.com/artist/2OtBRCuOzTunO9gEgb0Xxz
JakoJako,2ROWhaqtdj8ztIxWekIW4E,32,14031,"ambient, idm, dub techno",https://open.spotify.com/artist/2ROWhaqtdj8ztIxWekIW4E
Quelza,6LL2tELgb3Y6TcQdsBmXqS,19,5526,techno,https://open.spotify.com/artist/6LL2tELgb3Y6TcQdsBmXqS
Sandrien,1OhQuHtue5ufdnIbP4RpH7,4,1709,,https://open.spotify.com/artist/1OhQuHtue5ufdnIbP4RpH7
Shoal,4sI6oMtDoFCsQUskLfO3D3,10,1289,dub techno,https://open.spotify.com/artist/4sI6oMtDoFCsQUskLfO3D3
Human Space Machine,4RFDfvv92V0kXTftWMUMQb,14,2009,dub techno,https://open.spotify.com/artist/4RFDfvv92V0kXTftWMUMQb
Luke Slater,5BJa6TIqtoWm8QRRbfRmyt,26,29742,"acid house, idm, techno, minimal techno",https://open.spotify.com/artist/5BJa6TIqtoWm8QRRbfRmyt
PhaseOne,0mO3Yf5XIPHfAbHh8yWLFk,48,129437,"dubstep, deathstep, riddim, bass music, dub",https://open.spotify.com/artist/0mO3Yf5XIPHfAbHh8yWLFk
Blawan,64kN9EkSTHYhda2FupL0KI,31,68243,techno,https://open.spotify.com/artist/64kN9EkSTHYhda2FupL0KI
Bret Jackson,6yF4meDf4CqZXIiAYUgKAk,24,899,,https://open.spotify.com/artist/6yF4meDf4CqZXIiAYUgKAk
Karenn,4XbegMt5bk2X8R6b8z0vaX,19,20502,"techno, acid techno",https://open.spotify.com/artist/4XbegMt5bk2X8R6b8z0vaX
Konduku,64v9ctTSV0oUJeZTFBoosp,17,6196,"dub techno, idm",https://open.spotify.com/artist/64v9ctTSV0oUJeZTFBoosp
Pariah,0ZCB95QaI7Tgdnb2yU2iNg,25,15487,"uk funky, uk garage",https://open.spotify.com/artist/0ZCB95QaI7Tgdnb2yU2iNg
Polygonia,1bvMkEwyURFPl2eDGZieUm,29,13359,"dub techno, acid techno, idm",https://open.spotify.com/artist/1bvMkEwyURFPl2eDGZieUm
Dyed Soundorom,47Vd7Tq85XedkSFBCa3kIw,22,7833,minimal techno,https://open.spotify.com/artist/47Vd7Tq85XedkSFBCa3kIw
Maher Daniel,7pVmwDOzF9xvr24u9q9BqQ,11,1942,,https://open.spotify.com/artist/7pVmwDOzF9xvr24u9q9BqQ
Ricardo Villalobos,0s2YIpNnjdf0FY4tNrF8Y4,35,168309,"minimal techno, dub techno",https://open.spotify.com/artist/0s2YIpNnjdf0FY4tNrF8Y4
Seven Thorns,3eIyYEIqlW3kgJXfsU5nO0,16,2932,"power metal, melodic metal",https://open.spotify.com/artist/3eIyYEIqlW3kgJXfsU5nO0
Aleqs Notal,3NfDWSGUqHYSW4lAtRWlPF,8,1315,,https://open.spotify.com/artist/3NfDWSGUqHYSW4lAtRWlPF
Carista,7HbRQEEsvAKurr1v8YjwzZ,10,1380,,https://open.spotify.com/artist/7HbRQEEsvAKurr1v8YjwzZ
Charmaine,5cie6OioF2WHr2KflhcQGT,30,12250,,https://open.spotify.com/artist/5cie6OioF2WHr2KflhcQGT
Paula Tape,1Yz5x25z5WOjMGQkZ1TwKh,27,9040,,https://open.spotify.com/artist/1Yz5x25z5WOjMGQkZ1TwKh
Gigi Testa,5I0eeQFlAaCNHUmUDAfOND,9,797,,https://open.spotify.com/artist/5I0eeQFlAaCNHUmUDAfOND
Kaidi Tatham,1x2aM48UiN5WoQL6ISEPvz,35,22383,"nu jazz, indie jazz",https://open.spotify.com/artist/1x2aM48UiN5WoQL6ISEPvz
Patrick Gibin,0FgRjO8fiRubq6fh1WkcJI,6,499,,https://open.spotify.com/artist/0FgRjO8fiRubq6fh1WkcJI
Retromigration,52A6LhXGESSKtx5TIa2Kar,39,6111,"jazz house, lo-fi house, nu jazz",https://open.spotify.com/artist/52A6LhXGESSKtx5TIa2Kar
Volcov,1df3TJeTdVA1V99vwVLVTm,2,563,"jungle, nu jazz",https://open.spotify.com/artist/1df3TJeTdVA1V99vwVLVTm
Yukari Nonoshita,4mytSLGOv0gtoU80BrGg7G,26,526,,https://open.spotify.com/artist/4mytSLGOv0gtoU80BrGg7G
mafalda cardenal,1AsstJ8Cf7uQX92weRmZRz,58,135079,,https://open.spotify.com/artist/1AsstJ8Cf7uQX92weRmZRz
Suze ijó,2MMrwopTbNUL7mj1o9JfBo,6,112,,https://open.spotify.com/artist/2MMrwopTbNUL7mj1o9JfBo
moe.,2ZfHMUPrxoZNDTBPHmmdhj,42,147000,newgrass,https://open.spotify.com/artist/2ZfHMUPrxoZNDTBPHmmdhj
131bpm,3RYtFUGt7gnNuYeDu83zw6,16,1410,hard house,https://open.spotify.com/artist/3RYtFUGt7gnNuYeDu83zw6
DJ Hyperdrive,4SpabttFpFvc0lqr5gYPen,17,2483,hard house,https://open.spotify.com/artist/4SpabttFpFvc0lqr5gYPen
Peach Pit,6fC2AcsQtd9h4BWELbbire,65,862687,,https://open.spotify.com/artist/6fC2AcsQtd9h4BWELbbire
Dansado & De Feestmeester,1Mkig7lvNqKA8Z6QAKy8vG,30,886,,https://open.spotify.com/artist/1Mkig7lvNqKA8Z6QAKy8vG
Dax J,2zJJIWKT0LiwdxcwW9RajQ,33,66150,"acid techno, techno, hard techno, tekno, industrial",https://open.spotify.com/artist/2zJJIWKT0LiwdxcwW9RajQ
Hadone,4aSlYJptLO5PXv3jGueMkD,28,24645,"acid techno, hard techno, techno, tekno",https://open.spotify.com/artist/4aSlYJptLO5PXv3jGueMkD
Jarreau Vandal,6f96znq79wvlknKHHHhtTW,47,74094,,https://open.spotify.com/artist/6f96znq79wvlknKHHHhtTW
John Talabot,1YvN5uOGQkHVUUlZUcnotD,36,124689,,https://open.spotify.com/artist/1YvN5uOGQkHVUUlZUcnotD
LDS,6d9eyCKSzKbGK4bTM2erwG,20,4158,"dub techno, techno, acid techno",https://open.spotify.com/artist/6d9eyCKSzKbGK4bTM2erwG
Lolo Hefting,1QxuSoOeaBssFBysmaKc3F,36,178,,https://open.spotify.com/artist/1QxuSoOeaBssFBysmaKc3F
Monty DJ,2UXR52k1p8EXvqHAvkmzOZ,3,199,uk funky,https://open.spotify.com/artist/2UXR52k1p8EXvqHAvkmzOZ
Najel Monteiro,5iFMWShfv5HMVPgzQ1FLc2,4,327,,https://open.spotify.com/artist/5iFMWShfv5HMVPgzQ1FLc2
Nnamael,1fNmqQkonIiwUhTuiGLiiU,2,211,,https://open.spotify.com/artist/1fNmqQkonIiwUhTuiGLiiU
Efteling,2y1TgaVWL39MJOI15PTKAN,51,58824,children's music,https://open.spotify.com/artist/2y1TgaVWL39MJOI15PTKAN
Roza Terenzi,403OOa2mD7jcUgpC8F7Qgs,30,19700,"breakbeat, acid house",https://open.spotify.com/artist/403OOa2mD7jcUgpC8F7Qgs
Rozaly,3vM6mnAJT8zvmgnb0wUpYx,0,4,,https://open.spotify.com/artist/3vM6mnAJT8zvmgnb0wUpYx
DJ Stingray 313,7vZgYqMEApgWpMpXMSJj1o,19,22818,breakbeat,https://open.spotify.com/artist/7vZgYqMEApgWpMpXMSJj1o
Tsepo,2gH0kSs7X35Iigni2wpxeB,13,1091,uk funky,https://open.spotify.com/artist/2gH0kSs7X35Iigni2wpxeB
Umwelt,7FbwfcufReYcTNj2ut58gu,22,13235,"acid techno, ebm, breakbeat, idm",https://open.spotify.com/artist/7FbwfcufReYcTNj2ut58gu
DJ Daddy Trance,4lBSzo2LS8asEzoePv6VLM,58,26380,"hard house, hypertechno, eurodance, techno, trance",https://open.spotify.com/artist/4lBSzo2LS8asEzoePv6VLM
Gallery Provence,3D7lNLiP1WW2hwvNTgcYZC,42,2469,,https://open.spotify.com/artist/3D7lNLiP1WW2hwvNTgcYZC
MALUGI,50udUOTR7dQUgyPwPuCLM6,54,30104,"hard house, eurodance, trance, hypertechno, uk garage",https://open.spotify.com/artist/50udUOTR7dQUgyPwPuCLM6
Marlon Hoffstadt,0HHa7ZJZxUQlg5l2mB0N0f,64,151158,"hard house, eurodance, hypertechno, techno",https://open.spotify.com/artist/0HHa7ZJZxUQlg5l2mB0N0f
Moodymann,6pohviZSNRueSX7uNu63ZX,47,179494,"jazz house, chicago house, deep house",https://open.spotify.com/artist/6pohviZSNRueSX7uNu63ZX
Sanaz,6srwxN5xxZorX1b0iprT8i,1,206,,https://open.spotify.com/artist/6srwxN5xxZorX1b0iprT8i
Surf 2 Glory,1GQzSnBwaUlIdqFDiuktN3,21,1243,"hard house, eurodance, hypertechno",https://open.spotify.com/artist/1GQzSnBwaUlIdqFDiuktN3
